SKU,Masked SKU,image,Vendor,Category,INV,INITIAL ORDER,LIVE DATE,Production,Intransit,Proposed Qty/MOnth,30Days,90Days,180Days,360Days,Out of Stock Status,COMMENTS
C482-MTL0022,BM164507,![my-image](http://benzaraanalytics.com/T_images/C482-MTL0022.jpg),"FLYING SPARKS CRAFTS CO.,LTD",Discontinued,0,,,0,0,,0,0,0,1,0,
C554-FHB001,C554-FHB001,![my-image](http://benzaraanalytics.com/T_images/C554-FHB001.jpg),"FUZHOU HOME BROAD ARTS & CRAFTS CO., LTD",Slow Seller,26,,,0,0,,9,25,34,34,34,
C554-FHB002,C554-FHB002,![my-image](http://benzaraanalytics.com/T_images/C554-FHB002.jpg),"FUZHOU HOME BROAD ARTS & CRAFTS CO., LTD",Slow Seller,96,,,0,0,,0,1,3,3,96,
C554-FHB003,C554-FHB003,![my-image](http://benzaraanalytics.com/T_images/C554-FHB003.jpg),"FUZHOU HOME BROAD ARTS & CRAFTS CO., LTD",Slow Seller,34,,,0,0,,2,13,16,16,38,
C554-FHB004,C554-FHB004,![my-image](http://benzaraanalytics.com/T_images/C554-FHB004.jpg),"FUZHOU HOME BROAD ARTS & CRAFTS CO., LTD",Slow Seller,0,,,0,0,,0,22,54,54,7,
C554-FHB007,C554-FHB007,![my-image](http://benzaraanalytics.com/T_images/C554-FHB007.jpg),"FUZHOU HOME BROAD ARTS & CRAFTS CO., LTD",Slow Seller,32,,,0,0,,4,18,21,21,37,
C554-FHB008,C554-FHB008,![my-image](http://benzaraanalytics.com/T_images/C554-FHB008.jpg),"FUZHOU HOME BROAD ARTS & CRAFTS CO., LTD",Normal Seller,0,,,0,0,,0,35,53,53,5,
UPT-208450,UPT-208450,![my-image](http://benzaraanalytics.com/T_images/UPT-208450.jpg),"FUZHOU HOME BROAD ARTS & CRAFTS CO., LTD",Slow Seller,44,,,0,0,,0,2,6,6,44,
UPT-208451,UPT-208451,![my-image](http://benzaraanalytics.com/T_images/UPT-208451.jpg),"FUZHOU HOME BROAD ARTS & CRAFTS CO., LTD",Slow Seller,46,,,0,0,,2,4,4,4,48,
UPT-208452,UPT-208452,![my-image](http://benzaraanalytics.com/T_images/UPT-208452.jpg),"FUZHOU HOME BROAD ARTS & CRAFTS CO., LTD",Slow Seller,38,,,0,0,,13,22,26,26,44,
BM181592,BM181592,![my-image](http://benzaraanalytics.com/T_images/BM181592.jpg),"FUZHOU RICHES HOME&GARDEN CO.,LTD",Slow Seller,399,,,0,0,,54,77,110,110,211,
BM140125,BM140125,![my-image](http://benzaraanalytics.com/T_images/BM140125.jpg),"FUZHOU RICHES HOME&GARDEN CO.,LTD",Normal Seller,210,,,0,0,,4,33,51,51,135,
BM140126,BM140126,![my-image](http://benzaraanalytics.com/T_images/BM140126.jpg),"FUZHOU RICHES HOME&GARDEN CO.,LTD",Top Sellers,118,,,0,0,,17,28,174,174,1,
UPT-228700,UPT-228700,,"FUZHOU MAGI HOME DECOR CO.,LTD",New Seller,0,,,,100,,,,,,,
UPT-228701,UPT-228701,,"FUZHOU MAGI HOME DECOR CO.,LTD",New Seller,0,,,,100,,,,,,,
UPT-228702,UPT-228702,,"FUZHOU MAGI HOME DECOR CO.,LTD",New Seller,0,,,,102,,,,,,,
UPT-228703,UPT-228703,,"FUZHOU MAGI HOME DECOR CO.,LTD",New Seller,0,,,,100,,,,,,,
UPT-228704,UPT-228704,,"FUZHOU MAGI HOME DECOR CO.,LTD",New Seller,0,,,,102,,,,,,,
UPT-228705,UPT-228705,,"FUZHOU MAGI HOME DECOR CO.,LTD",New Seller,0,,,,102,,,,,,,
UPT-228706,UPT-228706,,"FUZHOU MAGI HOME DECOR CO.,LTD",New Seller,0,,,,100,,,,,,,
UPT-228707,UPT-228707,,"FUZHOU MAGI HOME DECOR CO.,LTD",New Seller,0,,,,100,,,,,,,
UPT-228708,UPT-228708,,"FUZHOU MAGI HOME DECOR CO.,LTD",New Seller,0,,,,100,,,,,,,
34096,BM01888,![my-image](http://benzaraanalytics.com/T_images/34096.jpg),Goel Crafts,Normal Seller,0,,,0,60,,,,,,Out of stock from 24th April,
NAU-SH15811,BM34821,![my-image](http://benzaraanalytics.com/T_images/NAU-SH15811.jpg),Goel Crafts,Top Sellers,0,,,175,322,,0,185,340,584,109,
UPT-231751,UPT-231751,,Goel Crafts,New Seller,0,,,26,,,,,,,,
34087,BM01881,![my-image](http://benzaraanalytics.com/T_images/34087.jpg),Goel Crafts,Top Sellers,0,,,207,210,,,,,,0,
39464,BM46891,![my-image](http://benzaraanalytics.com/T_images/39464.jpg),Goel Crafts,Top Sellers,0,,,240,44,,3,10,10,10,1,
34131,BM01909,![my-image](http://benzaraanalytics.com/T_images/34131.jpg),Goel Crafts,Normal Seller,0,,,100,0,,2,4,4,4,Out of stock from 16th July,
UPT-148946,BM148946,![my-image](http://benzaraanalytics.com/T_images/UPT-148946.jpg),Goel Crafts,Top Sellers,0,,,130,2,,0,39,117,473,1,
34089,BM01883,![my-image](http://benzaraanalytics.com/T_images/34089.jpg),Goel Crafts,Normal Seller,0,,,80,17,,0,3,3,3,1,
34130,BM01908,![my-image](http://benzaraanalytics.com/T_images/34130.jpg),Goel Crafts,Slow Seller,0,,,100,0,,,,,,0,
32661,BM01869,![my-image](http://benzaraanalytics.com/T_images/32661.jpg),Goel Crafts,Normal Seller,0,,,0,150,,,,,,Out of stock since 7th feb,
52748,BM03777,![my-image](http://benzaraanalytics.com/T_images/52748.jpg),Goel Crafts,Discontinued,0,,,0,0,,,,,,0,
32620,BM01866,![my-image](http://benzaraanalytics.com/T_images/32620.jpg),Goel Crafts,Normal Seller,0,,,90,0,,0,1,1,1,8,
UPT-148945,0,![my-image](http://benzaraanalytics.com/T_images/UPT-148945.jpg),Goel Crafts,Normal Seller,0,,,60,0,,1,2,67,270,Out of stock from 16th June,
34092,BM01886,![my-image](http://benzaraanalytics.com/T_images/34092.jpg),Goel Crafts,Normal Seller,0,,,0,60,,,,,,1,
23782,BM119478,![my-image](http://benzaraanalytics.com/T_images/23782.jpg),Goel Crafts,Normal Seller,0,,,60,0,,,,,,0,
34006,BM01875,![my-image](http://benzaraanalytics.com/T_images/34006.jpg),Goel Crafts,Top Sellers,0,,,201,99,,,,,,0,
34010,BM01876,![my-image](http://benzaraanalytics.com/T_images/34010.jpg),Goel Crafts,Normal Seller,0,,,80,0,,0,1,1,1,6,
UPT-148948,BM148948,![my-image](http://benzaraanalytics.com/T_images/UPT-148948.jpg),Goel Crafts,Normal Seller,0,,,164,75,,0,44,136,215,4,
96075,BM80947,![my-image](http://benzaraanalytics.com/T_images/96075.jpg),Goel Crafts,Top Sellers,0,,,60,0,,,,,,0,
UPT-226271,UPT-226271,![my-image](http://benzaraanalytics.com/T_images/UPT-226271.jpg),Goel Crafts,New Seller,0,10,,,,,1,1,1,1,6,
NAU-SH1588,BM34823,![my-image](http://benzaraanalytics.com/T_images/NAU-SH1588.jpg),Goel Crafts,Normal Seller,0,,,131,20,,18,46,130,208,4,
UPT-176788,BM176788,![my-image](http://benzaraanalytics.com/T_images/UPT-176788.jpg),Goel Crafts,Normal Seller,0,,,180,0,,0,7,159,245,Out of stock from 18th June,
96077,BM80949,![my-image](http://benzaraanalytics.com/T_images/96077.jpg),Goel Crafts,Normal Seller,0,,,100,0,,,,,,0,
14318,BM00070,![my-image](http://benzaraanalytics.com/T_images/14318.jpg),Goel Crafts,Normal Seller,1,,,100,8,,,,,,1,
UPT-164564,BM164564,![my-image](http://benzaraanalytics.com/T_images/UPT-164564.jpg),Goel Crafts,Normal Seller,0,,,40,0,,17,23,51,65,Out of stock from 1st July,
UPT-176787,BM176787,![my-image](http://benzaraanalytics.com/T_images/UPT-176787.jpg),Goel Crafts,Normal Seller,11,,,100,0,,5,28,153,166,0,
UPT-187976,BM187977,![my-image](http://benzaraanalytics.com/T_images/UPT-187976.jpg),Goel Crafts,Slow Seller,0,,,60,0,,1,5,57,73,24,
UPT-200179,UPT-200179,![my-image](http://benzaraanalytics.com/T_images/UPT-200179.jpg),Goel Crafts,Slow Seller,0,,,0,36,,1,7,36,50,6,
UPT-200173,UPT-200173,![my-image](http://benzaraanalytics.com/T_images/UPT-200173.jpg),Goel Crafts,Slow Seller,0,,,0,70,,0,0,24,51,Out of stock from 30th April,
NAU-IE78643,BM34795,![my-image](http://benzaraanalytics.com/T_images/NAU-IE78643.jpg),Goel Crafts,Slow Seller,24,,,0,0,,4,15,35,52,30,
96325,BM07600,![my-image](http://benzaraanalytics.com/T_images/96325.jpg),Goel Crafts,Slow Seller,1,,,50,0,,4,27,27,27,34,
UPT-176789,BM176789,![my-image](http://benzaraanalytics.com/T_images/UPT-176789.jpg),Goel Crafts,Normal Seller,0,,,50,70,,1,1,1,75,Out of stock from 18th March,
UPT-164563,BM164563,![my-image](http://benzaraanalytics.com/T_images/UPT-164563.jpg),Goel Crafts,Discontinued,0,,,0,0,,0,0,5,40,Out of stock from 24th April,
UPT-200172,UPT-200172,![my-image](http://benzaraanalytics.com/T_images/UPT-200172.jpg),Goel Crafts,Normal Seller,0,,,0,60,,0,0,3,48,Out of stock from 5th May,
UPT-164562,BM164562,![my-image](http://benzaraanalytics.com/T_images/UPT-164562.jpg),Goel Crafts,Discontinued,0,,,0,0,,,,,,Out of stock since 1st feb,
14255,BM00067,![my-image](http://benzaraanalytics.com/T_images/14255.jpg),Goel Crafts,Normal Seller,24,,,100,19,,13,39,39,39,61,
UPT-200176,UPT-200176,![my-image](http://benzaraanalytics.com/T_images/UPT-200176.jpg),Goel Crafts,Normal Seller,0,,,100,0,,3,67,71,106,9,
UPT-195270,UPT-195270,![my-image](http://benzaraanalytics.com/T_images/UPT-195270.jpg),Goel Crafts,Normal Seller,32,,,60,0,,15,52,70,104,40,
UPT-200177,UPT-200177,![my-image](http://benzaraanalytics.com/T_images/UPT-200177.jpg),Goel Crafts,Normal Seller,6,,,60,0,,24,51,73,91,40,
UPT-195272,UPT-195272,![my-image](http://benzaraanalytics.com/T_images/UPT-195272.jpg),Goel Crafts,Normal Seller,0,,,0,0,,0,6,18,27,2,
52751,BM03780,![my-image](http://benzaraanalytics.com/T_images/52751.jpg),Goel Crafts,Discontinued,67,,,0,0,,2,2,2,2,68,
UPT-200174,UPT-200174,![my-image](http://benzaraanalytics.com/T_images/UPT-200174.jpg),Goel Crafts,Slow Seller,0,,,0,70,,0,0,30,55,Out of stock from 19th May,
UPT-200178,UPT-200178,![my-image](http://benzaraanalytics.com/T_images/UPT-200178.jpg),Goel Crafts,Slow Seller,11,,,0,0,,7,24,35,42,27,
UPT-195271,UPT-195271,![my-image](http://benzaraanalytics.com/T_images/UPT-195271.jpg),Goel Crafts,Slow Seller,16,,,0,0,,4,14,33,41,20,
34133,BM01911,![my-image](http://benzaraanalytics.com/T_images/34133.jpg),Goel Crafts,Normal Seller,0,,,60,0,,,,,,Out of stock from 2nd April,
34098,BM01889,![my-image](http://benzaraanalytics.com/T_images/34098.jpg),Goel Crafts,Normal Seller,0,,,0,70,,,,,,Out of stock from 17th April,
UPT-200175,UPT-200175,![my-image](http://benzaraanalytics.com/T_images/UPT-200175.jpg),Goel Crafts,Slow Seller,0,,,50,0,,0,17,26,37,5,
UPT-148947,0,![my-image](http://benzaraanalytics.com/T_images/UPT-148947.jpg),Goel Crafts,Discontinued,1,,,0,0,,0,1,4,5,2,
96227,BM07541,![my-image](http://benzaraanalytics.com/T_images/96227.jpg),Goel Crafts,Slow Seller,0,,,50,0,,1,21,21,21,10,
UPT-203634,,![my-image](http://benzaraanalytics.com/T_images/UPT-203634.jpg),Goel Crafts,Normal Seller,0,,,70,0,,0,0,15,46,Out of stock from 30th April,
UPT-209567,,![my-image](http://benzaraanalytics.com/T_images/UPT-209567.jpg),Goel Crafts,New Seller,3,18,,0,0,,11,18,19,19,16,
UPT-209568,,![my-image](http://benzaraanalytics.com/T_images/UPT-209568.jpg),Goel Crafts,New Seller,0,16,,50,0,,3,18,19,19,7,
UPT-209569,,![my-image](http://benzaraanalytics.com/T_images/UPT-209569.jpg),Goel Crafts,New Seller,6,18,,0,0,,2,5,5,5,7,
UPT-209570,,![my-image](http://benzaraanalytics.com/T_images/UPT-209570.jpg),Goel Crafts,Slow Seller,18,,,0,0,,4,4,4,4,18,
UPT-205944,,![my-image](http://benzaraanalytics.com/T_images/UPT-205944.jpg),Goel Crafts,New Seller,0,24,,6,18,,,,,,0,
UPT-205945,,![my-image](http://benzaraanalytics.com/T_images/UPT-205945.jpg),Goel Crafts,New Seller,0,36,,4,32,,,,,,0,
UPT-214889,UPT-214889,![my-image](http://benzaraanalytics.com/T_images/UPT-214889.jpg),Goel Crafts,New Seller,1,24,,50,0,,0,7,11,11,2,
UPT-225286,UPT-225286,![my-image](http://benzaraanalytics.com/T_images/UPT-225286.jpg),Goel Crafts,New Seller,0,12,,50,0,,1,10,10,10,5,
UPT-225287,UPT-225287,![my-image](http://benzaraanalytics.com/T_images/UPT-225287.jpg),Goel Crafts,New Seller,0,12,,0,50,,2,13,13,13,4,
UPT-225288,UPT-225288,![my-image](http://benzaraanalytics.com/T_images/UPT-225288.jpg),Goel Crafts,New Seller,8,12,,0,0,,4,6,6,6,11,
UPT-225289,UPT-225289,![my-image](http://benzaraanalytics.com/T_images/UPT-225289.jpg),Goel Crafts,New Seller,11,12,,0,0,,1,4,4,4,11,
UPT-214884,UPT-214884,![my-image](http://benzaraanalytics.com/T_images/UPT-214884.jpg),Goel Crafts,New Seller,0,,,11,4,,,,,,0,
UPT-214885,UPT-214885,![my-image](http://benzaraanalytics.com/T_images/UPT-214885.jpg),Goel Crafts,New Seller,0,,,0,17,,,,,,0,
UPT-214886,UPT-214886,![my-image](http://benzaraanalytics.com/T_images/UPT-214886.jpg),Goel Crafts,New Seller,0,,,0,17,,,,,,0,
UPT-214887,UPT-214887,,Goel Crafts,New Seller,0,,,0,23,,,,,,0,
UPT-214888,UPT-214888,![my-image](http://benzaraanalytics.com/T_images/UPT-214888.jpg),Goel Crafts,New Seller,0,,,0,16,,,,,,0,
UPT-226285,UPT-226285,,Goel Crafts,New Seller,0,,,0,48,,,,,,0,
UPT-226284,UPT-226284,,Goel Crafts,New Seller,0,,,0,47,,,,,,0,
UPT-226283,UPT-226283,,Goel Crafts,New Seller,0,,,0,48,,,,,,0,
UPT-229608,UPT-229608,,Goel Crafts,New Seller,0,,,20,,,,,,,0,
UPT-229609,UPT-229609,,Goel Crafts,New Seller,0,,,0,24,,,,,,0,
UPT-229610,UPT-229610,,Goel Crafts,New Seller,0,,,20,,,,,,,0,
UPT-226034,UPT-226034,![my-image](http://benzaraanalytics.com/T_images/UPT-226034.jpg),Goel Crafts,New Seller,89,90,,0,24,,,,,,0,
30567,BM01816,![my-image](http://benzaraanalytics.com/T_images/30567.jpg),Home Goods,Top Sellers,120,,,325,225,,162,218,218,218,144,
NAU-BR48256,BM34758,![my-image](http://benzaraanalytics.com/T_images/NAU-BR48256.jpg),Home Goods,Top Sellers,1500,,,0,1500,,0,0,0,1259,0,
IMX-44090,BM15926,![my-image](http://benzaraanalytics.com/T_images/IMX-44090.jpg),Home Goods,Top Sellers,315,,,550,0,,244,494,964,1319,3,
UPT-157135,SEI-OC9168R,![my-image](http://benzaraanalytics.com/T_images/UPT-157135.jpg),HangZhou MingQiang Mirror,Discontinued,0,,,0,0,,0,0,0,17,Out of stock since 1st feb,
BM193923,BM193923,![my-image](http://benzaraanalytics.com/T_images/BM193923.jpg),HENAN THERESE,New Seller,0,,,150,,,0,1,1,1,,
BM217092,BM217092,![my-image](http://benzaraanalytics.com/T_images/BM217092.jpg),HENAN THERESE,New Seller,0,,,100,,,17,25,26,26,1,
BM217095,BM217095,![my-image](http://benzaraanalytics.com/T_images/BM217095.jpg),HENAN THERESE,New Seller,0,,,160,,,0,15,16,16,,
BM217112,BM217112,![my-image](http://benzaraanalytics.com/T_images/BM217112.jpg),HENAN THERESE,New Seller,1,,,160,,,6,17,29,29,,
BM222534,BM222534,![my-image](http://benzaraanalytics.com/T_images/BM222534.jpg),HENAN THERESE,New Seller,0,,,180,,,,,,,,
BM217103,BM217103,![my-image](http://benzaraanalytics.com/T_images/BM217103.jpg),HENAN THERESE,New Seller,0,,,120,,,0,17,21,21,,
BM209174,BM209174,![my-image](http://benzaraanalytics.com/T_images/BM209174.jpg),HENAN THERESE,New Seller,0,,,120,,,0,53,55,55,3,
I305-HGM007,BM164576,![my-image](http://benzaraanalytics.com/T_images/I305-HGM007.jpg),Home Goods,Normal Seller,311,,,288,0,,1,1,1,1,Out of stock since 1st feb,
I305-HGM004,BM164573,![my-image](http://benzaraanalytics.com/T_images/I305-HGM004.jpg),Home Goods,Discontinued,430,,,0,0,,4,32,44,194,332,
NAU-BR1844,BM34749,![my-image](http://benzaraanalytics.com/T_images/NAU-BR1844.jpg),Home Goods,Discontinued,368,,,0,0,,7,22,205,520,Out of stock from 1st July,
IMX-84859-3,BM82658,![my-image](http://benzaraanalytics.com/T_images/IMX-84859-3.jpg),Home Goods,Normal Seller,360,,,200,0,,0,0,72,562,Out of stock from 9th May,
26718,BM01066,![my-image](http://benzaraanalytics.com/T_images/26718.jpg),Home Goods,Normal Seller,0,,,0,0,,26,84,84,84,134,
NAU-AL4860,BM34740,![my-image](http://benzaraanalytics.com/T_images/NAU-AL4860.jpg),Home Goods,Discontinued,0,,,0,0,,0,0,0,5,Out of stock since 13th feb,
18611,BM00335,![my-image](http://benzaraanalytics.com/T_images/18611.jpg),Home Goods,Normal Seller,0,,,150,0,,,,,,1,
49189,BM35858,![my-image](http://benzaraanalytics.com/T_images/49189.jpg),Home Goods,Discontinued,0,,,50,0,,,,,,0,
38193,BM02388,![my-image](http://benzaraanalytics.com/T_images/38193.jpg),Home Goods,Normal Seller,0,,,250,0,,,,,,0,
IDF-Y1101T,BM141868,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1101T.jpg),ID FACTORY,Top Sellers,0,,,230,0,,33,139,170,236,52,
IDF-Y1102T,BM141870,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1102T.jpg),ID FACTORY,Top Sellers,3,,,170,0,,53,144,247,319,63,
IDF-Y1401T,BM141885,![my-image](http://benzaraanalytics.com/T_images/IDF-Y1401T.jpg),ID FACTORY,Top Sellers,1,,,170,0,,11,84,100,133,66,
I305-HGM011,BM167283,![my-image](http://benzaraanalytics.com/T_images/I305-HGM011.jpg),Home Goods,Discontinued,0,,,0,0,,,,,,Out of stock since 1st feb,
I305-HGM015,BM176940,![my-image](http://benzaraanalytics.com/T_images/I305-HGM015.jpg),Home Goods,Normal Seller,91,,,0,0,,2,39,73,85,93,
26169,BM01021,![my-image](http://benzaraanalytics.com/T_images/26169.jpg),Home Goods,Normal Seller,0,,,208,192,,,,,,Out of stock from 24th April,
BM148588,BM148588,,Home Goods,New Seller,0,,,,100,,,,,,,
I305-HGM005,I305-HGM005,![my-image](http://benzaraanalytics.com/T_images/I305-HGM005.jpg),Home Goods,Normal Seller,57,,,60,0,,4,4,4,52,Out of stock since 1st feb,
38182,BM02378,![my-image](http://benzaraanalytics.com/T_images/38182.jpg),Home Goods,Normal Seller,0,,,350,0,,,,,,0,
38168,BM120150,![my-image](http://benzaraanalytics.com/T_images/38168.jpg),Home Goods,Normal Seller,0,,,106,144,,,,,,0,
26545,BM01054,![my-image](http://benzaraanalytics.com/T_images/26545.jpg),Home Goods,Normal Seller,0,,,0,200,,,,,,0,
I305-HGM016,BM176941,![my-image](http://benzaraanalytics.com/T_images/I305-HGM016.jpg),Home Goods,Normal Seller,0,,,6,144,,0,0,0,95,Out of stock since 1st feb,
I305-HGM003,BM164572,![my-image](http://benzaraanalytics.com/T_images/I305-HGM003.jpg),Home Goods,Normal Seller,156,,,0,0,,5,28,110,205,2,
31333,BM01862,![my-image](http://benzaraanalytics.com/T_images/31333.jpg),Home Goods,Normal Seller,24,,,50,0,,72,74,74,74,96,
63084,BM41799,![my-image](http://benzaraanalytics.com/T_images/63084.jpg),Home Goods,Normal Seller,0,,,0,150,,,,,,0,
NAU-HN101,BM34791,![my-image](http://benzaraanalytics.com/T_images/NAU-HN101.jpg),Home Goods,Discontinued,1,,,0,0,,2,2,28,151,Out of stock from 18th June,
14668,BM34873,![my-image](http://benzaraanalytics.com/T_images/14668.jpg),Home Goods,Discontinued,0,,,0,0,,2,2,2,2,0,
49188,BM35857,![my-image](http://benzaraanalytics.com/T_images/49188.jpg),Home Goods,Discontinued,0,,,0,0,,20,44,44,44,36,
I305-HGM009,BM164578,![my-image](http://benzaraanalytics.com/T_images/I305-HGM009.jpg),Home Goods,Discontinued,0,,,0,0,,0,1,4,82,Out of Stock from 9th July,
36200,BM02191,![my-image](http://benzaraanalytics.com/T_images/36200.jpg),Home Goods,Discontinued,1,,,0,0,,1,2,2,2,1,
NAU-BR1844F,BM34751,![my-image](http://benzaraanalytics.com/T_images/NAU-BR1844F.jpg),Home Goods,Discontinued,4,,,0,0,,0,0,115,211,Out of stock from 26th June,
16175,BM00224,![my-image](http://benzaraanalytics.com/T_images/16175.jpg),Home Goods,Normal Seller,197,,,0,0,,1,1,1,1,206,
15947,BM00213,![my-image](http://benzaraanalytics.com/T_images/15947.jpg),Home Goods,Discontinued,28,,,0,0,,7,7,7,7,58,
I305-HGM014,BM176939,![my-image](http://benzaraanalytics.com/T_images/I305-HGM014.jpg),Home Goods,Discontinued,0,,,0,0,,0,0,0,24,Out of stock since 1st feb,
38174,BM02370,![my-image](http://benzaraanalytics.com/T_images/38174.jpg),Home Goods,Normal Seller,0,,,0,100,,1,5,5,5,3,
NAU-BR48212,BM34755,![my-image](http://benzaraanalytics.com/T_images/NAU-BR48212.jpg),Home Goods,Discontinued,2,,,0,0,,4,6,6,45,1,
I305-HGM008,BM164577,![my-image](http://benzaraanalytics.com/T_images/I305-HGM008.jpg),Home Goods,Normal Seller,100,,,85,15,,0,0,37,214,Out of stock from 9th June,
49107,BM03179,![my-image](http://benzaraanalytics.com/T_images/49107.jpg),Home Goods,Normal Seller,234,,,0,0,,,,,,220,
36302,BM02193,![my-image](http://benzaraanalytics.com/T_images/36302.jpg),Home Goods,Discontinued,0,,,100,0,,0,3,3,3,0,
I305-HGM001,BM164570,![my-image](http://benzaraanalytics.com/T_images/I305-HGM001.jpg),Home Goods,Discontinued,20,,,0,0,,2,8,15,48,22,
I305-HGM020,BM176945,![my-image](http://benzaraanalytics.com/T_images/I305-HGM020.jpg),Home Goods,Discontinued,224,,,0,0,,4,12,29,69,232,
I305-HGM017,BM176942,![my-image](http://benzaraanalytics.com/T_images/I305-HGM017.jpg),Home Goods,Discontinued,0,,,0,0,,0,0,15,46,Out of stock from 19th May,
I305-HGM019,BM176944,![my-image](http://benzaraanalytics.com/T_images/I305-HGM019.jpg),Home Goods,Discontinued,170,,,0,0,,4,16,36,80,180,
I305-HGM002,BM164571,![my-image](http://benzaraanalytics.com/T_images/I305-HGM002.jpg),Home Goods,Discontinued,13,,,0,0,,4,11,22,38,16,
26909,BM01164,![my-image](http://benzaraanalytics.com/T_images/26909.jpg),Home Goods,Normal Seller,0,,,250,250,,1,1,1,1,0,
I305-HGM012,BM167284,![my-image](http://benzaraanalytics.com/T_images/I305-HGM012.jpg),Home Goods,Discontinued,275,,,0,0,,29,63,129,202,308,
NAU-BR48640,BM106477,![my-image](http://benzaraanalytics.com/T_images/NAU-BR48640.jpg),Home Goods,Discontinued,7,,,0,0,,0,0,0,0,Out of stock since 1st feb,
NAU-BR4863,BM106475,![my-image](http://benzaraanalytics.com/T_images/NAU-BR4863.jpg),Home Goods,Discontinued,0,,,0,0,,0,22,122,172,11,
NAU-AL48610,BM134450,![my-image](http://benzaraanalytics.com/T_images/NAU-AL48610.jpg),Home Goods,Discontinued,0,,,0,0,,0,0,0,5,Out of stock from 18th March,
I305-HGM018,BM176943,![my-image](http://benzaraanalytics.com/T_images/I305-HGM018.jpg),Home Goods,Discontinued,0,,,0,0,,17,58,129,151,35,
15948,BM00214,![my-image](http://benzaraanalytics.com/T_images/15948.jpg),Home Goods,Discontinued,10,,,0,0,,1,1,1,1,11,
BM154147,BM154147,![my-image](http://benzaraanalytics.com/T_images/BM154147.jpg),Home Goods,New Seller,72,,,0,0,,,,,,0,
30530,BM01814,![my-image](http://benzaraanalytics.com/T_images/30530.jpg),Home Goods,Discontinued,147,,,0,0,,3,4,4,4,150,
NAU-BR1880,BM34754,![my-image](http://benzaraanalytics.com/T_images/NAU-BR1880.jpg),Home Goods,Normal Seller,13,,,0,0,,4,30,82,95,32,
NAU-BR48501,BM34768,![my-image](http://benzaraanalytics.com/T_images/NAU-BR48501.jpg),Home Goods,Discontinued,121,,,0,0,,5,15,33,52,129,
I305-HGM013,BM167285,![my-image](http://benzaraanalytics.com/T_images/I305-HGM013.jpg),Home Goods,Discontinued,0,,,0,0,,2,10,25,49,28,
I305-HGM010,BM167282,![my-image](http://benzaraanalytics.com/T_images/I305-HGM010.jpg),Home Goods,Discontinued,0,,,0,0,,0,0,0,12,Out of stock since 1st feb,
I305-HGM006,I305-HGM006,![my-image](http://benzaraanalytics.com/T_images/I305-HGM006.jpg),Home Goods,New Seller,0,,,0,0,,,,,,0,
CTW-530060,BM195132,![my-image](http://benzaraanalytics.com/T_images/CTW-530060.jpg),Home Goods,Normal Seller,0,,,80,0,,0,8,65,73,1,
CTW-770047,BM195133,![my-image](http://benzaraanalytics.com/T_images/CTW-770047.jpg),Home Goods,Normal Seller,60,,,50,0,,0,0,10,30,Out of stock from 30th April,
CTW-770069,BM195135,![my-image](http://benzaraanalytics.com/T_images/CTW-770069.jpg),Home Goods,Normal Seller,18,,,40,0,,2,12,45,51,24,
MIL-C-55,BM195213,![my-image](http://benzaraanalytics.com/T_images/MIL-C-55.jpg),Home Goods,Normal Seller,0,,,80,0,,0,3,72,74,Out of stock since 15th July,
MIL-C-55C,BM195214,![my-image](http://benzaraanalytics.com/T_images/MIL-C-55C.jpg),Home Goods,Normal Seller,0,,,100,0,,1,37,69,75,3,
26939,BM01183,![my-image](http://benzaraanalytics.com/T_images/26939.jpg),Home Goods,Discontinued,0,,,60,,,11,26,26,26,31,
I305-HGM021,I305-HGM021,,Home Goods,New Seller,0,,,24,,,,,,,0,
I305-HGM022,I305-HGM022,,Home Goods,New Seller,0,,,24,,,,,,,0,
I305-HGM023,I305-HGM023,,Home Goods,New Seller,0,,,24,,,,,,,0,
I305-HGM024,I305-HGM024,,Home Goods,New Seller,0,,,24,,,,,,,0,
C491-JLC7016,BM165520,![my-image](http://benzaraanalytics.com/T_images/C491-JLC7016.jpg),HuiZhou HomeLigting Technology,Discontinued,0,,,0,0,,0,0,0,2,Out of stock since 7th feb,
C491-JLC6013,BM165523,![my-image](http://benzaraanalytics.com/T_images/C491-JLC6013.jpg),HuiZhou HomeLigting Technology,Discontinued,0,,,0,0,,0,0,0,1,Out of stock since 1st feb,
C491-JLC7013,BM165517,![my-image](http://benzaraanalytics.com/T_images/C491-JLC7013.jpg),HuiZhou HomeLigting Technology,Discontinued,1,,,0,0,,2,12,33,50,5,
C491-JLC7014,BM165518,![my-image](http://benzaraanalytics.com/T_images/C491-JLC7014.jpg),HuiZhou HomeLigting Technology,Discontinued,1,,,0,0,,0,0,2,19,1,
C491-JLC6012,BM165522,![my-image](http://benzaraanalytics.com/T_images/C491-JLC6012.jpg),HuiZhou HomeLigting Technology,Discontinued,0,,,0,0,,0,0,0,2,Out of stock since 1st feb,
C491-JLC7011,BM165515,![my-image](http://benzaraanalytics.com/T_images/C491-JLC7011.jpg),HuiZhou HomeLigting Technology,Discontinued,0,,,0,0,,0,0,0,13,Out of stock from 17th April,24 Coming in container after invoice 197
